year,make,model,price,mileage,color,url,body_type
2018,Chrysler,Pacifica,23900,134150,gray,https://www.carpages.ca/used-cars/ontario/brampton/2018-chrysler-pacifica-hybrid-12818311/,Minivan
2020,Toyota,Sienna,45888,64500,black,https://www.carpages.ca/used-cars/ontario/guelph/2020-toyota-sienna-12816814/,Minivan
2025,Ford,Transit,91510,63,silver,https://www.carpages.ca/new-cars/alberta/lacombe/2025-ford-transit-12812299/,Minivan
2025,Ford,Transit,78720,39,white,https://www.carpages.ca/new-cars/alberta/lacombe/2025-ford-transit-12812290/,Minivan
2025,Ford,Transit,69356,3,white,https://www.carpages.ca/new-cars/manitoba/winnipeg/2025-ford-transit-12811714/,Minivan
2017,Ford,Transit,43820,124097,white,https://www.carpages.ca/used-cars/british-columbia/burnaby/2017-ford-transit-12810808/,Minivan
2024,Chrysler,Pacifica,38995,50010,white,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2024-chrysler-pacifica-12810478/,Minivan
2023,RAM,Cargo,37900,49188,white,https://www.carpages.ca/used-cars/british-columbia/north-vancouver/2023-ram-cargo-van-12810406/,Minivan
2025,GMC,Savana,65304,6,white,https://www.carpages.ca/new-cars/british-columbia/burnaby/2025-gmc-savana-12810094/,Minivan
2025,GMC,Savana,65304,5,white,https://www.carpages.ca/new-cars/british-columbia/burnaby/2025-gmc-savana-12810097/,Minivan
2025,GMC,Savana,66669,6,white,https://www.carpages.ca/new-cars/british-columbia/burnaby/2025-gmc-savana-12810091/,Minivan
2025,Chevrolet,Express,59918,11,white,https://www.carpages.ca/new-cars/manitoba/winnipeg/2025-chevrolet-express-12809266/,Minivan
2025,Chevrolet,Express,62898,11,white,https://www.carpages.ca/new-cars/manitoba/winnipeg/2025-chevrolet-express-12809215/,Minivan
2017,Chrysler,Pacifica,18990,147400,white,https://www.carpages.ca/used-cars/ontario/scarborough/2017-chrysler-pacifica-12808930/,Minivan
2024,Ford,Transit,48495,53724,white,https://www.carpages.ca/used-cars/ontario/stratford/2024-ford-transit-12808138/,Minivan
2017,Chrysler,Pacifica,16595,155070,maroon,https://www.carpages.ca/used-cars/ontario/burlington/2017-chrysler-pacifica-12807622/,Minivan
